File,Reciprocal,,Real
,465020.56345,0.44609034,56934.83061,5.24071390 
,465020.56345,0.44245598,56934.83061,5.24232496 
,465020.56345,0.44206342,56934.83061,5.23743387 
,465020.56345,0.50757096,56934.83061,5.25699498 
,465020.56345,0.44238083,56934.83061,5.23946012 
,465020.56345,0.46263323,56934.83061,5.23629111 
,465020.56345,0.44143395,56934.83061,5.24037862 
,465020.56345,0.44389906,56934.83061,5.27791558 
,465020.56345,0.45934117,56934.83061,5.24241984 
 
 
POSCAR11,684719.79847,0.62334492,-122577.45538,8.18680847 
,684719.79847,0.55095193,-122577.45538,8.19790133 
,684719.79847,0.55679724,-122577.45538,8.19676605 
,684719.79847,0.55507144,-122577.45538,8.18888130 
,684719.79847,0.59281705,-122577.45538,8.23412542 
,684719.79847,0.59004213,-122577.45538,8.21860253 
,684719.79847,0.60676373,-122577.45538,8.21406566 
,684719.79847,0.59660799,-122577.45538,8.21676081 
,684719.79847,0.61136993,-122577.45538,8.22426944 
,684719.79847,0.59184045,-122577.45538,8.23235078 
 
 
POSCAR12,904859.27335,0.93701516,-2450596.26774,20.97730408 
,904859.27335,0.93478588,-2450596.26774,20.98692196 
,904859.27335,0.93937035,-2450596.26774,20.99121289 
,904859.27335,0.93410582,-2450596.26774,21.01789893 
,904859.27335,0.93183772,-2450596.26774,21.00331703 
,904859.27335,0.93874099,-2450596.26774,20.97777488 
,904859.27335,0.92534687,-2450596.26774,20.99055502 
,904859.27335,0.93275327,-2450596.26774,21.02220721 
,904859.27335,0.93694616,-2450596.26774,21.01716487 
,904859.27335,0.90223609,-2450596.26774,20.95902346 
 
 
POSCAR13,859801.31161,1.16363011,-894422.44099,32.72643412 
,859801.31161,1.11598694,-894422.44099,32.75230483 
,859801.31161,1.13378430,-894422.44099,32.75520935 
,859801.31161,1.15394585,-894422.44099,32.70941050 
,859801.31161,1.14920035,-894422.44099,32.73478076 
,859801.31161,1.11487372,-894422.44099,32.79481296 
,859801.31161,1.17305626,-894422.44099,32.73398297 
,859801.31161,1.14559598,-894422.44099,32.73354226 
,859801.31161,1.14524901,-894422.44099,32.80162421 
,859801.31161,1.16577097,-894422.44099,32.75470038 
 
 
POSCAR14,1942154.97351,1.44872219,158642.06848,51.19766619 
,1942154.97351,1.38756918,158642.06848,51.17450992 
,1942154.97351,1.38997327,158642.06848,51.15472739 
,1942154.97351,1.40068715,158642.06848,51.41839434 
,1942154.97351,1.49649385,158642.06848,51.55616400 
,1942154.97351,1.43808246,158642.06848,51.27240322 
,1942154.97351,1.43761267,158642.06848,51.25865972 
,1942154.97351,1.42619497,158642.06848,51.20500362 
,1942154.97351,1.43241868,158642.06848,51.22735044 
,1942154.97351,1.45108650,158642.06848,51.27819666 
 
 
