File,Reciprocal,,Real
,35871.69215,0.03314176,4128.04785,0.02029858 
,35871.69215,0.03366036,4128.04785,0.01523486 
,35871.69215,0.03356986,4128.04785,0.01509233 
,35871.69215,0.03237405,4128.04785,0.01482468 
,35871.69215,0.04584008,4128.04785,0.01474771 
 
 
POSCAR7,48971.53193,0.06161767,1324.09249,0.06712341 
,48971.53193,0.06101826,1324.09249,0.05886950 
,48971.53193,0.06071554,1324.09249,0.05855447 
,48971.53193,0.06186405,1324.09249,0.05874685 
,48971.53193,0.06126168,1324.09249,0.05885821 
,48971.53193,0.06165427,1324.09249,0.05879704 
,48971.53193,0.06113141,1324.09249,0.05938313 
,48971.53193,0.06113550,1324.09249,0.05871722 
,48971.53193,0.06075323,1324.09249,0.05922607 
,48971.53193,0.06079941,1324.09249,0.05895365 
 
 
POSCAR8,87544.72174,0.11824334,-133083.56811,0.23744217 
,87544.72174,0.11835750,-133083.56811,0.23412363 
,87544.72174,0.11667391,-133083.56811,0.23349627 
,87544.72174,0.11771610,-133083.56811,0.23395373 
,87544.72174,0.11726514,-133083.56811,0.23343462 
,87544.72174,0.11670088,-133083.56811,0.23739547 
,87544.72174,0.14451111,-133083.56811,0.24370543 
,87544.72174,0.12024688,-133083.56811,0.23650661 
,87544.72174,0.12006797,-133083.56811,0.25089416 
,87544.72174,0.11932597,-133083.56811,0.23544620 
 
 
POSCAR9,278800.60778,0.23029127,146797.13467,0.93930254 
,278800.60778,0.23417626,146797.13467,0.95381444 
,278800.60778,0.24118729,146797.13467,0.96311813 
,278800.60778,0.24212026,146797.13467,0.95589659 
,278800.60778,0.24028263,146797.13467,0.95531792 
,278800.60778,0.24007857,146797.13467,0.93796771 
,278800.60778,0.23374439,146797.13467,0.95619861 
,278800.60778,0.23397063,146797.13467,0.94308758 
,278800.60778,0.23537849,146797.13467,0.96245552 
,278800.60778,0.23671201,146797.13467,0.94922639 
 
 
POSCAR10,465020.56345,0.46058025,56934.83060,3.75750253 
,465020.56345,0.47059703,56934.83060,3.81734763 
,465020.56345,0.46127535,56934.83061,3.75264418 
,465020.56345,0.45725002,56934.83060,3.73918867 
,465020.56345,0.46155306,56934.83060,3.75426886 
,465020.56345,0.45444263,56934.83060,3.75642464 
,465020.56345,0.45795883,56934.83060,3.77619255 
,465020.56345,0.51424392,56934.83060,4.09731700 
,465020.56345,0.50271525,56934.83060,4.08045451 
,465020.56345,0.49930635,56934.83060,4.09955817 
 
 
POSCAR11,684719.79847,0.62505566,-122577.45535,6.37699481 
,684719.79847,0.62906629,-122577.45535,6.38908941 
,684719.79847,0.62605741,-122577.45535,6.41086694 
,684719.79847,0.62922687,-122577.45535,6.46168550 
,684719.79847,0.65781476,-122577.45535,6.50621199 
,684719.79847,0.61969667,-122577.45535,6.37187863 
,684719.79847,0.63079920,-122577.45535,6.37249268 
,684719.79847,0.62262777,-122577.45535,6.46249230 
,684719.79847,0.63714688,-122577.45535,6.36700286 
,684719.79847,0.63729329,-122577.45535,6.37252365 
 
 
POSCAR12,904859.27335,0.99669955,-2450596.26780,16.39337469 
,904859.27335,0.99517124,-2450596.26780,16.35615519 
,904859.27335,1.00457580,-2450596.26780,16.38571049 
,904859.27335,1.03424230,-2450596.26780,16.41214143 
,904859.27335,1.01125794,-2450596.26780,16.40072809 
,904859.27335,1.01646296,-2450596.26780,16.40473108 
,904859.27335,1.01260676,-2450596.26779,16.69678902 
,904859.27335,0.99722963,-2450596.26780,16.48675846 
,904859.27335,1.03330580,-2450596.26780,16.51195416 
,904859.27335,0.99419799,-2450596.26780,16.43265147 
 
 
POSCAR13,859801.31161,1.26183584,-894422.44112,25.58404641 
,859801.31161,1.24760394,-894422.44111,25.56496600 
,859801.31161,1.26135288,-894422.44111,25.92179078 
,859801.31161,1.28207333,-894422.44113,25.58684498 
,859801.31161,1.25372267,-894422.44111,25.50919295 
,859801.31161,1.24941158,-894422.44112,25.48074059 
,859801.31161,1.25121481,-894422.44112,25.55884914 
,859801.31161,1.25271581,-894422.44113,25.55795695 
,859801.31161,1.24457328,-894422.44112,25.51798102 
,859801.31161,1.25336011,-894422.44111,25.58004173 
 
 
POSCAR14,1942154.97351,1.56102044,158642.06832,40.19230851 
,1942154.97351,1.58921310,158642.06831,40.28942890 
,1942154.97351,1.55717219,158642.06829,40.51563778 
,1942154.97351,1.55288298,158642.06832,40.09443276 
,1942154.97351,1.55374947,158642.06832,40.60981673 
,1942154.97351,1.55350979,158642.06833,40.10253594 
,1942154.97351,1.55553149,158642.06832,39.96274539 
,1942154.97351,1.55343279,158642.06832,40.03830375 
,1942154.97351,1.56013520,158642.06831,39.99455416 
,1942154.97351,1.55847378,158642.06833,40.01416450 
 
 
